first_word	n	mean_cos_to_other_face_means	distinctiveness	median_within_consistency	classifier_recall	dominant_quadrant
(⊙_⊙)	234	-0.34823399782180786	1.348233938217163	0.9968112707138062	0.8589743589743589	HB
(｡・́︿・̀｡)	169	-0.19666258990764618	1.1966625452041626	0.998553454875946	0.8520710059171598	LN
(╯°□°)	152	-0.3130098283290863	1.3130098581314087	0.9989141225814819	0.9605263157894737	HN
(๑˃‿˂)	106	0.18123744428157806	0.8187625408172607	0.9980490207672119	0.6886792452830188	HP
(͡°͜ʖ͡°)	78	-0.05705900862812996	1.0570590496063232	0.9986239075660706	0.9615384615384616	HP
(˙꒳˙)	54	0.012181953527033329	0.9878180623054504	0.9985093474388123	0.6481481481481481	NB
(・_・)	53	-0.036637082695961	1.0366370677947998	0.9984159469604492	0.3018867924528302	NB
(｡♥‿♥｡)	49	0.2772676348686218	0.7227323651313782	0.9988192319869995	0.5918367346938775	NP
(｡◕‿◕｡)	48	0.27414000034332275	0.7258599996566772	0.9978252649307251	0.20833333333333334	NP
(｡╯︵╰｡)	47	-0.13469859957695007	1.1346986293792725	0.9988123178482056	0.2765957446808511	LN
(˘▽˘)	45	0.2618837356567383	0.7381162643432617	0.9977145791053772	0.4444444444444444	NP
(‿‿‿)	35	0.2487197071313858	0.7512803077697754	0.997448205947876	0.22857142857142856	LP
(´▽`)	32	0.30498045682907104	0.695019543170929	0.9983366131782532	0.3125	LP
(｡˃‿˂)	26	0.2250230312347412	0.7749769687652588	0.9985334873199463	0.15384615384615385	HP
(⊙﹏⊙)	19	-0.18157973885536194	1.1815797090530396	0.9988412261009216	0.0	HN
(｡‿‿‿｡)	18	0.25840452313423157	0.7415955066680908	0.9991633892059326	0.5	LP
(˘ω˘)	16	0.26912394165992737	0.730876088142395	0.9986740946769714	0.375	LP
(｡・̀‿-)	16	0.15116485953330994	0.8488351106643677	0.9982921481132507	0.0	NB
(｡・ω・｡)	12	0.2673429548740387	0.7326570749282837	0.9990312457084656	0.0	LP
(◕‿◕)	11	0.19363750517368317	0.806362509727478	0.998966634273529	0.0	HP
(˘‿˘)	11	0.25290536880493164	0.7470946311950684	0.9988883137702942	0.0	LP
(✿◠‿◠)	10	0.26684141159057617	0.7331585884094238	0.9978916645050049	0.0	HP
(ﾟ▽ﾟ)	9	0.16809368133544922	0.8319063186645508	0.9979120492935181	0.0	HP
(˘̩╭╮˘̩)	9	0.1732272356748581	0.8267727494239807	0.9996175169944763	0.3333333333333333	NP
(╥﹏╥)	8	-0.11033417284488678	1.1103341579437256	0.9970961809158325	0.0	HN
(≧▽≦)	8	0.1784711331129074	0.8215288519859314	0.9984310865402222	0.0	HP
(🌿‿🌿)	7	0.21304473280906677	0.7869552373886108	0.9998732209205627	0.0	LP
(´ω`)	6	0.25536662340164185	0.7446333765983582	0.9987620711326599	0.0	LP
(｡˃‿˂｡)	6	0.20145586133003235	0.79854416847229	0.9988586902618408	0.0	HP
(˶ᵔ‿ᵔ˶)	6	0.2849956452846527	0.7150043249130249	0.9990976452827454	0.0	LP
(˃🚀˂)	6	0.201295867562294	0.7987041473388672	0.9987905025482178	0.0	HP
(😌)	6	0.2375497668981552	0.7624502182006836	0.9983539581298828	0.0	LP
(・‿・)	5	0.0864115059375763	0.9135885238647461	0.998784065246582	0.0	NB
(ò_ó)	5	-0.2818588614463806	1.2818589210510254	0.9995505809783936	0.0	HN
