probe	extract_method	covered_layers	covered_layer_min	covered_layer_max	vec_norm	pc1_loading	pc1_cosine	pc2_loading	pc2_cosine	pc3_loading	pc3_cosine	pc4_loading	pc4_cosine	pc5_loading	pc5_cosine	pc6_loading	pc6_cosine	pc7_loading	pc7_cosine	pc8_loading	pc8_cosine
happy.sad	dim	23	3	57	25.092344284057617	1.1609532833099365	0.046267859637737274	-0.39206308126449585	-0.01562509685754776	-0.8538771271705627	-0.03402988985180855	-0.5940382480621338	-0.023674646392464638	-0.5366743803024292	-0.021388322114944458	-0.11738818883895874	-0.004678364377468824	0.6355384588241577	0.02532844990491867	-0.6709780097007751	-0.026740988716483116
angry.calm	dim	40	4	57	25.042055130004883	0.45518767833709717	0.018177175894379616	0.418718546628952	0.016720924526453018	-0.21772043406963348	-0.008694319985806942	0.45163869857788086	0.018035637214779854	0.26527199149131775	0.010593232698738575	1.671935796737671	0.06676679104566574	0.09434548765420914	0.0037675516214221716	0.33845075964927673	0.013515619561076164
fearful.unflinching	dim	15	7	57	28.145347595214844	-0.4635985493659973	-0.01647181250154972	0.5107188820838928	0.018146101385354996	-1.0313938856124878	-0.036645811051130295	-0.5209072828292847	-0.018508197739720345	-0.18584348261356354	-0.006603098940104246	-0.07506583631038666	-0.0026671448722481728	-0.2318335622549057	-0.008237164467573166	2.778292417526245	0.098714679479599
