probe	extract_method	covered_layers	covered_layer_min	covered_layer_max	vec_norm	pc1_loading	pc1_cosine	pc2_loading	pc2_cosine	pc3_loading	pc3_cosine	pc4_loading	pc4_cosine	pc5_loading	pc5_cosine	pc6_loading	pc6_cosine	pc7_loading	pc7_cosine	pc8_loading	pc8_cosine
happy.sad	pca	7	50	56	32.65697479248047	1.2693564891815186	0.038869909942150116	-0.5690787434577942	-0.01742628589272499	-1.42189359664917	-0.04354092478752136	-1.0145248174667358	-0.03106684237718582	-1.0245461463928223	-0.031373459845781326	-0.14620129764080048	-0.004476994276046753	0.8371469378471375	0.025635046884417534	-1.0218092203140259	-0.031289879232645035
angry.calm	pca	17	6	56	82.82313537597656	1.4111461639404297	0.017038296908140182	-1.6359994411468506	-0.019753308966755867	0.477539986371994	0.005765865556895733	-0.7649884223937988	-0.00923663005232811	0.4407409131526947	0.005321554373949766	2.5300774574279785	0.03054874576628208	-0.2636832296848297	-0.0031837518326938152	0.710415780544281	0.008577702566981316
fearful.unflinching	pca	6	25	56	67.65731048583984	-0.6806342601776123	-0.010060161352157593	0.9649748206138611	0.01426296029239893	-0.7703144550323486	-0.011385702528059483	-1.0664650201797485	-0.015763122588396072	-0.09417892247438431	-0.0013920211931690574	-1.7589565515518188	-0.02599870041012764	-0.3561822772026062	-0.0052646067924797535	0.9381551146507263	0.013866600580513477
