probe	namespace	extract_method	covered_layers	covered_layer_min	covered_layer_max	vec_norm	pc1_loading	pc1_cosine	pc2_loading	pc2_cosine	pc3_loading	pc3_cosine	pc4_loading	pc4_cosine	pc5_loading	pc5_cosine	pc6_loading	pc6_cosine	pc7_loading	pc7_cosine	pc8_loading	pc8_cosine
hp.ln	llmoji_self_event	dim	58	0	59	211.67628479003906	165.85379028320312	0.7835489511489868	-64.09061431884766	-0.3027862012386322	0.5348564386367798	0.0025268367026001215	99.9754867553711	0.47231578826904297	18.719499588012695	0.08843786269426346	-29.06502342224121	-0.13731347024440765	-13.667967796325684	-0.0645725205540657	11.577016830444336	0.054694514721632004
hp.lp	llmoji_self_event	dim	58	0	59	108.55603790283203	4.988864898681641	0.04595794901251793	58.94002151489258	0.5429628491401672	-23.645538330078125	-0.2178248018026352	62.84090805053711	0.5788947343826294	-8.448745727539062	-0.07783132791519165	-0.46726077795028687	-0.0043044728226959705	-12.673954010009766	-0.11675462871789932	-27.80818748474121	-0.2561757266521454
hnd.hns	llmoji_self_event	dim	58	0	59	199.49464416503906	-43.73881912231445	-0.21925459802150726	-135.67440795898438	-0.6801120638847351	-78.7044448852539	-0.3945300579071045	4.95398473739624	0.024833304807543755	73.12255859375	0.3665526211261749	74.9010238647461	0.3754664361476898	-12.162368774414062	-0.06096813455224037	5.6398444175720215	0.028271909803152084
