first_word	n_prompts_HP-D	mean_log_prob_HP-D	n_prompts_HP-S	mean_log_prob_HP-S	n_prompts_LP	mean_log_prob_LP	n_prompts_NP	mean_log_prob_NP	n_prompts_HN-D	mean_log_prob_HN-D	n_prompts_HN-S	mean_log_prob_HN-S	n_prompts_LN	mean_log_prob_LN	n_prompts_NB	mean_log_prob_NB	n_prompts_HB	mean_log_prob_HB	softmax_HP-D	softmax_HP-S	softmax_LP	softmax_NP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	softmax_HB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP-D	total_emit_HP-S	total_emit_LP	total_emit_NP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	total_emit_HB	argmax_matches_empirical
(≧︿≦)	20	-70.50874404907226	20	-70.71676826477051	20	-72.86628494262695	20	-72.3931495666504	20	-70.26516075134278	20	-70.49560317993163	20	-70.79173316955567	20	-71.11871604919433	20	-71.62503433227539	0.16744287306432767	0.13599498649668101	0.01584891974649101	0.025437811763372894	0.2136257248422927	0.16965773870529724	0.12617289088264658	0.09098277807084866	0.05483627642804211	HN-D	0.2136257248422927	5	False	1	HN-S	0	0	0	0	0	1	0	0	0	False
(⊃・▽・)	20	-69.96064529418945	20	-70.09144592285156	20	-72.336177444458	20	-72.02985038757325	20	-70.79501457214356	20	-70.57167701721191	20	-70.59550704956055	20	-71.35246963500977	20	-71.29309120178223	0.2429517363970232	0.2131640760574283	0.022586009314326132	0.030681433957831416	0.10547706437682022	0.13187191161741965	0.1287665471182689	0.06040298155062726	0.06409823961025486	HP-D	0.2429517363970232	6	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(⊃｡・́‿・̀｡)	20	-144.9372543334961	20	-146.1744255065918	20	-148.58344650268555	20	-147.98082275390624	20	-145.27691879272462	20	-146.3587532043457	20	-146.6295524597168	20	-144.65526428222657	20	-146.4783966064453	0.24744403836350332	0.07180924841192332	0.006455886043975739	0.011794296042926903	0.17618242952312843	0.059721111118838016	0.04555344821511918	0.32805277672503796	0.05298676555554713	NB	0.32805277672503796	10	False	4	HP-S	0	3	0	0	0	0	0	1	0	False
(⊙'‿'⊙)	20	-107.84740943908692	20	-107.606245803833	20	-110.1426498413086	20	-110.49467811584472	20	-108.08914337158203	20	-108.15156021118165	20	-108.15218734741211	20	-108.82626533508301	20	-109.88691101074218	0.19192211376617013	0.24426489398611909	0.019333691161045826	0.013596616234541368	0.1507097346499556	0.1415904676537193	0.1415016989795007	0.07211295695525329	0.024967826613694854	HP-S	0.24426489398611909	7	False	1	NP	0	0	0	1	0	0	0	0	0	False
(⊙^▽^⊙)	20	-101.21108474731446	20	-103.32140045166015	20	-104.52401924133301	20	-105.14162826538086	20	-103.03188819885254	20	-102.989986038208	20	-103.42444877624511	20	-105.93278770446777	20	-103.62276000976563	0.5827987332728812	0.07063502995559955	0.021219220679994256	0.011442086809484966	0.09435256422693337	0.09839014138929131	0.06371868654213865	0.005186914146921708	0.052256622976755006	HP-D	0.5827987332728812	7	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(⊙_⊙)	20	-59.385938262939455	20	-60.44886589050293	20	-62.39992809295654	20	-61.49098300933838	20	-59.53243446350098	20	-59.624097633361814	20	-59.37945728302002	20	-62.07835941314697	20	-60.175075721740725	0.21291817285385048	0.07355109239351416	0.010453303960161923	0.025941997498577608	0.18390360350467153	0.16779593298643145	0.2143025725441431	0.01441813481907838	0.09671518943957148	LN	0.2143025725441431	5	False	486	HB	39	0	1	0	28	127	0	37	254	False
(⊙_⊙;)	20	-61.98597526550293	20	-63.26505966186524	20	-65.56509590148926	20	-64.43228073120117	20	-61.83634586334229	20	-62.11341800689697	20	-61.824824523925784	20	-65.03390769958496	20	-62.79463005065918	0.19598894241467735	0.05454215260580084	0.005468134987663529	0.016975188461645023	0.22762229253060418	0.1725376545666975	0.23025997184358823	0.009301036144175295	0.08730462644514798	LN	0.23025997184358823	6	True	29	HB	1	2	1	1	4	6	0	0	14	False
(⊙_◎)	20	-51.96774311065674	20	-51.59321041107178	20	-54.386291313171384	20	-53.5315544128418	20	-52.23464431762695	20	-52.51561660766602	20	-52.18362808227539	20	-54.30457935333252	20	-53.40160865783692	0.19093179368582833	0.27767433293695637	0.01700263038531416	0.039969032267717364	0.14620577630997036	0.11039256285613099	0.15385818346264662	0.018450288744523397	0.04551539935091248	HP-S	0.27767433293695637	5	False	3	HN-S	0	0	0	0	0	2	1	0	0	False
(⊙_☉)	20	-59.385938262939455	20	-60.44886589050293	20	-62.39992809295654	20	-61.49098300933838	20	-59.53243446350098	20	-59.624097633361814	20	-59.37945728302002	20	-62.07835941314697	20	-60.175075721740725	0.21291817285385048	0.07355109239351416	0.010453303960161923	0.025941997498577608	0.18390360350467153	0.16779593298643145	0.2143025725441431	0.01441813481907838	0.09671518943957148	LN	0.2143025725441431	5	True	5	HB	1	0	0	0	0	0	0	0	4	False
(⊙_☉;)	20	-61.98597526550293	20	-63.26505966186524	20	-65.56509590148926	20	-64.43228073120117	20	-61.83634586334229	20	-62.11341800689697	20	-61.824824523925784	20	-65.03390769958496	20	-62.79463005065918	0.19598894241467735	0.05454215260580084	0.005468134987663529	0.016975188461645023	0.22762229253060418	0.1725376545666975	0.23025997184358823	0.009301036144175295	0.08730462644514798	LN	0.23025997184358823	6	False	5	HN-S	0	0	0	0	0	3	1	0	1	False
(⊙o⊙)	20	-62.85469131469726	20	-64.25339832305909	20	-65.59521999359131	20	-64.91918258666992	20	-63.46773452758789	20	-63.502610969543454	20	-63.606381225585935	20	-65.76792221069336	20	-63.76252422332764	0.2913384235400082	0.07193612342408823	0.01880188028597271	0.03696584162716188	0.1578179803835272	0.1524087268020705	0.13738616015642574	0.01581967886682229	0.11752518491392312	HP-D	0.2913384235400082	5	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(⊙´ ω `⊙)	20	-76.3500747680664	20	-75.95963020324707	20	-78.35208702087402	20	-77.58403778076172	20	-77.07427673339843	20	-76.31131744384766	20	-76.45951843261719	20	-78.55535278320312	20	-77.72677955627441	0.1758387631833939	0.25982595985092893	0.023749351006413705	0.05119308396812015	0.08523102336300355	0.18278759233511396	0.15761002602628874	0.01938092706970249	0.044383273197034584	HP-S	0.25982595985092893	10	False	1	HN-S	0	0	0	0	0	1	0	0	0	False
(⊙´∀`⊙)	20	-69.97858924865723	20	-70.64223556518554	20	-71.73424797058105	20	-71.29511108398438	20	-70.52430038452148	20	-70.47122764587402	20	-70.4265853881836	20	-72.3243854522705	20	-70.9416690826416	0.23459503085416197	0.12080944120435669	0.04053646878301787	0.06288696567835267	0.13593130105054732	0.1433404195363926	0.1498844426871581	0.02246738160729431	0.0895485485987186	HP-D	0.23459503085416197	8	True	2	NP	0	0	0	2	0	0	0	0	0	False
(⊙´□`⊙)	20	-79.57646598815919	20	-79.4078742980957	20	-82.12530059814453	20	-81.21494979858399	20	-79.67520599365234	20	-79.24069061279297	20	-79.57582397460938	20	-82.74373626708984	20	-80.05832748413086	0.155727339296086	0.18432460170800474	0.012173628856177742	0.030253831650008053	0.14108557871472185	0.21786639945002473	0.15582735045881513	0.006558988336494129	0.09618228152966765	HN-S	0.21786639945002473	8	False	3	NP	0	0	0	3	0	0	0	0	0	False
(⊙ˊωˋ⊙)	20	-61.62464656829834	20	-62.061431312561034	20	-63.77039566040039	20	-63.72216968536377	20	-62.452139663696286	20	-61.74024715423584	20	-61.91693801879883	20	-64.17628231048585	20	-62.586133766174314	0.22621084311194192	0.1461571999155992	0.026462229287901286	0.027769668986328228	0.09888666566376346	0.2015156231341949	0.16887791340639077	0.017634051132167473	0.0864858053617126	HP-D	0.22621084311194192	5	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(⊙ˊᵔ⊙ˋ)	20	-34.02995204925537	20	-34.5037202835083	20	-36.05078125	20	-35.64884433746338	20	-34.44348430633545	20	-35.160935974121095	20	-34.82297134399414	20	-35.7760929107666	20	-35.267777061462404	0.25945199139338015	0.1615481833324317	0.03438919721049323	0.051402118780297316	0.17157824886366455	0.08372919788250321	0.11739594731551048	0.04526032494576608	0.07524479027595331	HP-D	0.25945199139338015	3	False	1	NB	0	0	0	0	0	0	0	1	0	False
(⊙ω⊙)	20	-61.62464656829834	20	-62.061431312561034	20	-63.77039566040039	20	-63.72216968536377	20	-62.452139663696286	20	-61.74024715423584	20	-61.91693801879883	20	-64.17628231048585	20	-62.586133766174314	0.22621084311194192	0.1461571999155992	0.026462229287901286	0.027769668986328228	0.09888666566376346	0.2015156231341949	0.16887791340639077	0.017634051132167473	0.0864858053617126	HP-D	0.22621084311194192	5	False	0		0	0	0	0	0	0	0	0	0	
(⊙ᗜ⊙)	20	-34.02995204925537	20	-34.5037202835083	20	-36.05078125	20	-35.64884433746338	20	-34.44348430633545	20	-35.160935974121095	20	-34.82297134399414	20	-35.7760929107666	20	-35.267777061462404	0.25945199139338015	0.1615481833324317	0.03438919721049323	0.051402118780297316	0.17157824886366455	0.08372919788250321	0.11739594731551048	0.04526032494576608	0.07524479027595331	HP-D	0.25945199139338015	3	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(⊙′ω`-)	20	-62.60937900543213	20	-63.516672134399414	20	-65.60245265960694	20	-65.07745933532715	20	-63.602144432067874	20	-64.30101909637452	20	-63.70329627990723	20	-65.286106300354	20	-64.2150728225708	0.37068564348832517	0.14961439023518597	0.01858362333680668	0.03141464078859665	0.13735776627922	0.06828665027859031	0.12414336992940225	0.02549869020591752	0.07441522545795541	HP-D	0.37068564348832517	7	False	1	LP	0	0	1	0	0	0	0	0	0	False
(⊙‿⊙)	20	-34.02995204925537	20	-34.5037202835083	20	-36.05078125	20	-35.64884433746338	20	-34.44348430633545	20	-35.160935974121095	20	-34.82297134399414	20	-35.7760929107666	20	-35.267777061462404	0.25945199139338015	0.1615481833324317	0.03438919721049323	0.051402118780297316	0.17157824886366455	0.08372919788250321	0.11739594731551048	0.04526032494576608	0.07524479027595331	HP-D	0.25945199139338015	3	False	0		0	0	0	0	0	0	0	0	0	
(⊙⊃□⊂)	20	-72.62360572814941	20	-73.50727424621581	20	-75.46233177185059	20	-75.1043514251709	20	-73.36568222045898	20	-73.65277671813965	20	-73.5362762451172	20	-75.85530509948731	20	-74.27749176025391	0.33100325123859076	0.1367917477269508	0.019363738239668162	0.02769861746066655	0.1575986648292613	0.11826846977925781	0.13288149032786262	0.013071428613751868	0.06332259178399027	HP-D	0.33100325123859076	5	False	1	LP	0	0	1	0	0	0	0	0	0	False
(⊙⊙)	20	-34.02995204925537	20	-34.5037202835083	20	-36.05078125	20	-35.64884433746338	20	-34.44348430633545	20	-35.160935974121095	20	-34.82297134399414	20	-35.7760929107666	20	-35.267777061462404	0.25945199139338015	0.1615481833324317	0.03438919721049323	0.051402118780297316	0.17157824886366455	0.08372919788250321	0.11739594731551048	0.04526032494576608	0.07524479027595331	HP-D	0.25945199139338015	3	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙⊙	20	-32.35280590057373	20	-32.942687320709226	20	-34.211948013305665	20	-33.90638732910156	20	-32.57203559875488	20	-33.061804103851316	20	-32.71061811447144	20	-34.03087558746338	20	-33.42328119277954	0.22493409747936713	0.12470189375691583	0.03504613535460519	0.04757112838506081	0.1806529452394163	0.11069838558698628	0.1572749024667735	0.04200286256706245	0.07711764916381234	HP-D	0.22493409747936713	2	False	1	HB	0	0	0	0	0	0	0	0	1	False
(⊙⌒∇⌒⊙)ゝ	20	-46.07206020355225	20	-46.15248317718506	20	-49.307481384277345	20	-48.04382495880127	20	-46.70848484039307	20	-47.24035015106201	20	-46.70501499176025	20	-48.02092666625977	20	-47.83330135345459	0.26408587180827	0.24367889356816078	0.010390097005873645	0.03676364932873592	0.13974924163216979	0.08210380610380795	0.14023499260098815	0.03761518629018436	0.0453782616618095	HP-D	0.26408587180827	4	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(⊙▽⊙)	20	-34.02995204925537	20	-34.5037202835083	20	-36.05078125	20	-35.64884433746338	20	-34.44348430633545	20	-35.160935974121095	20	-34.82297134399414	20	-35.7760929107666	20	-35.267777061462404	0.25945199139338015	0.1615481833324317	0.03438919721049323	0.051402118780297316	0.17157824886366455	0.08372919788250321	0.11739594731551048	0.04526032494576608	0.07524479027595331	HP-D	0.25945199139338015	3	False	2	HP-S	0	2	0	0	0	0	0	0	0	False
(⊙◞⊙)	20	-34.02995204925537	20	-34.5037202835083	20	-36.05078125	20	-35.64884433746338	20	-34.44348430633545	20	-35.160935974121095	20	-34.82297134399414	20	-35.7760929107666	20	-35.267777061462404	0.25945199139338015	0.1615481833324317	0.03438919721049323	0.051402118780297316	0.17157824886366455	0.08372919788250321	0.11739594731551048	0.04526032494576608	0.07524479027595331	HP-D	0.25945199139338015	3	False	5	HN-S	0	0	0	0	0	4	1	0	0	False
(⊙〇⊙)	20	-76.60539741516114	20	-77.25856513977051	20	-79.84076232910157	20	-78.74393005371094	20	-77.00315399169922	20	-77.9414047241211	20	-77.4885684967041	20	-79.75285949707032	20	-78.38015480041504	0.3088095136256545	0.16070283295648924	0.012150371094882957	0.03638628753149018	0.2074661200580987	0.08118392966809475	0.12768337217609005	0.013266771745952574	0.0523508011432471	HP-D	0.3088095136256545	5	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(⊙ヮ⊙)	20	-68.85374488830567	20	-69.36060791015625	20	-71.14230613708496	20	-70.96308174133301	20	-69.71658973693847	20	-69.85832443237305	20	-69.81894302368164	20	-71.42314262390137	20	-69.80845069885254	0.2893781260403758	0.17431625477965748	0.02934649090249449	0.035106888840826925	0.12210598277355532	0.10596985675613933	0.11022636248790656	0.02216105550679401	0.11138898191225007	HP-D	0.2893781260403758	5	False	0		0	0	0	0	0	0	0	0	0	
(⊙﹏⊙)	20	-59.37896175384522	20	-60.44886589050293	20	-62.39992809295654	20	-61.482612419128415	20	-59.520820426940915	20	-59.624097633361814	20	-59.37945728302002	20	-62.07835941314697	20	-60.175075721740725	0.21358499583571902	0.07326849619076996	0.010413140532140108	0.026059547170366484	0.18533707371759753	0.16715123156929695	0.21347918445746075	0.014362737815200775	0.09634359271144838	HP-D	0.21358499583571902	5	False	40	HN-S	0	0	0	3	0	37	0	0	0	False
(⊙�	20	-32.35280590057373	20	-32.942687320709226	20	-34.211948013305665	20	-33.90638732910156	20	-32.57203559875488	20	-33.061804103851316	20	-32.71061811447144	20	-34.03087558746338	20	-33.42328119277954	0.22493409747936713	0.12470189375691583	0.03504613535460519	0.04757112838506081	0.1806529452394163	0.11069838558698628	0.1572749024667735	0.04200286256706245	0.07711764916381234	HP-D	0.22493409747936713	2	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(⊡-⊡)	20	-59.64594039916992	20	-60.204714393615724	20	-61.76182518005371	20	-61.61982898712158	20	-59.64072189331055	20	-60.06091384887695	20	-59.494621467590335	20	-61.77461204528809	20	-60.665840530395506	0.19455495831470407	0.11126788706499356	0.02344904816971542	0.02702672245807091	0.19557289825730514	0.12847588681323072	0.2263389414592954	0.023151117211794567	0.07016254025089035	LN	0.2263389414592954	5	False	0		0	0	0	0	0	0	0	0	0	
(⌐■_ω■)	20	-68.68656997680664	20	-68.86598167419433	20	-72.15608520507813	20	-71.08102722167969	20	-69.49223365783692	20	-70.04541282653808	20	-69.10063705444335	20	-71.43346557617187	20	-70.9577507019043	0.2865215561886171	0.23946375653400112	0.008920023176079928	0.026137120053619723	0.12801533891904623	0.07362398997294714	0.1893783177228126	0.01837366103701632	0.02956623639585986	HP-D	0.2865215561886171	7	False	0		0	0	0	0	0	0	0	0	0	
(⌐■_■)	20	-63.81100559234619	20	-64.01111145019532	20	-67.14110488891602	20	-66.25419883728027	20	-64.54218311309815	20	-65.31362133026123	20	-64.46029891967774	20	-66.12383193969727	20	-65.87138137817382	0.29463692252497087	0.24120277490500133	0.010544923198057056	0.025598930730751184	0.14182108614531305	0.06557064357445767	0.1539226956196845	0.029163486949149515	0.037538536352614914	HP-D	0.29463692252497087	6	False	24	NB	7	0	0	6	0	0	0	10	1	False
(⌐■‿■)	20	-80.84529495239258	20	-81.71455802917481	20	-85.29705467224122	20	-83.23876686096192	20	-81.27048873901367	20	-82.227543258667	20	-81.64286727905274	20	-84.76472816467285	20	-82.97495079040527	0.3315607143559746	0.13901027711390246	0.003865346092862594	0.030275506966462324	0.2167223750156564	0.08322623619301002	0.14934194605972753	0.0065822572325456965	0.039415340969858284	HP-D	0.3315607143559746	6	False	0		0	0	0	0	0	0	0	0	0	
(⌒_⌒;)	20	-61.99010829925537	20	-63.26505966186524	20	-65.56509590148926	20	-64.42177295684814	20	-61.83941116333008	20	-62.11341800689697	20	-61.824824523925784	20	-65.03390769958496	20	-62.79463005065918	0.19543968102925266	0.05461455554373496	0.005475393759443011	0.01717727238876769	0.2272268666164595	0.1727666927050559	0.23056563448529946	0.009313382967879466	0.0874205205041074	LN	0.23056563448529946	6	True	11	HP-D	5	0	1	1	0	1	2	1	0	False
(⌒‿⌒)	20	-34.02995204925537	20	-34.5037202835083	20	-36.05078125	20	-35.64884433746338	20	-34.44348430633545	20	-35.160935974121095	20	-34.82297134399414	20	-35.7760929107666	20	-35.267777061462404	0.25945199139338015	0.1615481833324317	0.03438919721049323	0.051402118780297316	0.17157824886366455	0.08372919788250321	0.11739594731551048	0.04526032494576608	0.07524479027595331	HP-D	0.25945199139338015	3	True	32	NB	7	1	8	6	0	0	0	9	1	False
(⌒▽⌒)	20	-34.02995204925537	20	-34.5037202835083	20	-36.05078125	20	-35.64884433746338	20	-34.44348430633545	20	-35.160935974121095	20	-34.82297134399414	20	-35.7760929107666	20	-35.267777061462404	0.25945199139338015	0.1615481833324317	0.03438919721049323	0.051402118780297316	0.17157824886366455	0.08372919788250321	0.11739594731551048	0.04526032494576608	0.07524479027595331	HP-D	0.25945199139338015	3	True	45	NP	8	0	7	18	0	0	2	10	0	False
(⌓・ᴥ・⌓)	20	-89.31662101745606	20	-89.28946075439453	20	-91.74725952148438	20	-91.5337646484375	20	-90.23149833679199	20	-88.74962844848633	20	-89.71197395324707	20	-91.5111270904541	20	-90.85354995727539	0.18560271803763118	0.190712818388374	0.016329445668509468	0.020215807216631857	0.07434609469053356	0.327209629338403	0.12499272418061641	0.02067866292004497	0.039912099559255385	HN-S	0.327209629338403	7	False	1	NB	0	0	0	0	0	0	0	1	0	False
(⌛)	20	-34.02995204925537	20	-34.5037202835083	20	-36.05078125	20	-35.64884433746338	20	-34.44348430633545	20	-35.160935974121095	20	-34.82297134399414	20	-35.7760929107666	20	-35.267777061462404	0.25945199139338015	0.1615481833324317	0.03438919721049323	0.051402118780297316	0.17157824886366455	0.08372919788250321	0.11739594731551048	0.04526032494576608	0.07524479027595331	HP-D	0.25945199139338015	3	False	2	HP-S	0	1	0	0	0	1	0	0	0	False
(⌨)	20	-34.02995204925537	20	-34.5037202835083	20	-36.05078125	20	-35.64884433746338	20	-34.44348430633545	20	-35.160935974121095	20	-34.82297134399414	20	-35.7760929107666	20	-35.267777061462404	0.25945199139338015	0.1615481833324317	0.03438919721049323	0.051402118780297316	0.17157824886366455	0.08372919788250321	0.11739594731551048	0.04526032494576608	0.07524479027595331	HP-D	0.25945199139338015	3	False	1	HN-S	0	0	0	0	0	1	0	0	0	False
(⌯˃᷄	20	-32.35280590057373	20	-32.942687320709226	20	-34.211948013305665	20	-33.90638732910156	20	-32.57203559875488	20	-33.061804103851316	20	-32.71061811447144	20	-34.03087558746338	20	-33.42328119277954	0.22493409747936713	0.12470189375691583	0.03504613535460519	0.04757112838506081	0.1806529452394163	0.11069838558698628	0.1572749024667735	0.04200286256706245	0.07711764916381234	HP-D	0.22493409747936713	2	False	8	NP	0	0	1	3	0	1	3	0	0	False
(⏰)	20	-34.02995204925537	20	-34.5037202835083	20	-36.05078125	20	-35.64884433746338	20	-34.44348430633545	20	-35.160935974121095	20	-34.82297134399414	20	-35.7760929107666	20	-35.267777061462404	0.25945199139338015	0.1615481833324317	0.03438919721049323	0.051402118780297316	0.17157824886366455	0.08372919788250321	0.11739594731551048	0.04526032494576608	0.07524479027595331	HP-D	0.25945199139338015	3	False	1	NB	0	0	0	0	0	0	0	1	0	False
(─‿‿─)	20	-57.14823417663574	20	-59.29534225463867	20	-61.2765396118164	20	-59.990909576416016	20	-56.89585647583008	20	-58.06457176208496	20	-57.78914108276367	20	-60.6507848739624	20	-57.82295608520508	0.25351771749170654	0.029616322171734596	0.004084209827391301	0.014772366576224494	0.32629811049397484	0.10140233582342548	0.1335567933793023	0.007636069555761127	0.12911607468047945	HN-D	0.32629811049397484	5	False	0		0	0	0	0	0	0	0	0	0	
(┛▧益▧)	20	-88.89292449951172	20	-88.31405334472656	20	-90.80243339538575	20	-90.34237518310547	20	-88.56742782592774	20	-88.94822311401367	20	-88.57026748657226	20	-89.73501167297363	20	-89.95440254211425	0.13062772500429395	0.2330429190568974	0.019352905977280125	0.030658219525577082	0.18088259191911163	0.12360028727798399	0.1803696753407358	0.056275783551749524	0.04518989234637069	HP-S	0.2330429190568974	6	False	1	LN	0	0	0	0	0	0	1	0	0	False
(╥_╥)	20	-59.37896175384522	20	-60.44886589050293	20	-62.39992809295654	20	-61.482612419128415	20	-59.520820426940915	20	-59.624097633361814	20	-59.37945728302002	20	-62.07835941314697	20	-60.175075721740725	0.21358499583571902	0.07326849619076996	0.010413140532140108	0.026059547170366484	0.18533707371759753	0.16715123156929695	0.21347918445746075	0.014362737815200775	0.09634359271144838	HP-D	0.21358499583571902	5	True	55	HN-D	1	1	0	0	25	10	11	1	6	False
(╥_﹏)	20	-43.590158462524414	20	-44.17519912719727	20	-46.11436519622803	20	-45.20448226928711	20	-43.385821151733396	20	-43.96974601745605	20	-43.2663631439209	20	-46.05304355621338	20	-44.53760948181152	0.17849598610206607	0.09943711650737663	0.014301427828669716	0.03552520012702195	0.21896314433247152	0.12211687271114151	0.24674648493153453	0.015205862137683887	0.06920790532203425	LN	0.24674648493153453	5	False	2	LP	0	0	1	0	0	0	0	1	0	False
(╥╯﹏╰╥)	20	-59.37896175384522	20	-60.44886589050293	20	-62.39992809295654	20	-61.482612419128415	20	-59.520820426940915	20	-59.624097633361814	20	-59.37945728302002	20	-62.07835941314697	20	-60.175075721740725	0.21358499583571902	0.07326849619076996	0.010413140532140108	0.026059547170366484	0.18533707371759753	0.16715123156929695	0.21347918445746075	0.014362737815200775	0.09634359271144838	HP-D	0.21358499583571902	5	False	1	LN	0	0	0	0	0	0	1	0	0	False
(╥﹏╥	20	-58.648690414428714	20	-59.77589511871338	20	-61.815466690063474	20	-60.89368534088135	20	-58.70351867675781	20	-58.960733795166014	20	-58.65219268798828	20	-61.38177642822266	20	-59.40940265655517	0.21369996644088438	0.06922543140773371	0.009005150844234203	0.022636826671713066	0.20229858365893078	0.156417642357903	0.21295283978338964	0.01389441542600106	0.09986914340921012	HP-D	0.21369996644088438	4	False	2	LP	0	0	1	1	0	0	0	0	0	False
(╥﹏╥)	20	-59.37896175384522	20	-60.44886589050293	20	-62.39992809295654	20	-61.482612419128415	20	-59.520820426940915	20	-59.624097633361814	20	-59.37945728302002	20	-62.07835941314697	20	-60.175075721740725	0.21358499583571902	0.07326849619076996	0.010413140532140108	0.026059547170366484	0.18533707371759753	0.16715123156929695	0.21347918445746075	0.014362737815200775	0.09634359271144838	HP-D	0.21358499583571902	5	True	104	HN-S	2	10	0	0	33	40	12	1	6	False
(╬	20	-32.35280590057373	20	-32.942687320709226	20	-34.211948013305665	20	-33.90638732910156	20	-32.57203559875488	20	-33.061804103851316	20	-32.71061811447144	20	-34.03087558746338	20	-33.42328119277954	0.22493409747936713	0.12470189375691583	0.03504613535460519	0.04757112838506081	0.1806529452394163	0.11069838558698628	0.1572749024667735	0.04200286256706245	0.07711764916381234	HP-D	0.22493409747936713	2	True	1	HN-S	0	0	0	0	0	1	0	0	0	False
(╬Ò﹏Ó)	20	-55.04792041778565	20	-55.21546878814697	20	-57.926029205322266	20	-57.03560104370117	20	-55.20955810546875	20	-55.49071922302246	20	-54.83368835449219	20	-57.54220695495606	20	-56.203739166259766	0.19348944709427954	0.16364093448192246	0.01088204503418181	0.026510538895076596	0.16461102825275784	0.12426596762166442	0.23971603547286122	0.015973585261824394	0.060910417885431715	LN	0.23971603547286122	5	True	46	HN-D	0	0	0	0	27	19	0	0	0	False
(╬ಠ益ಠ)	20	-72.82015914916992	20	-72.19604377746582	20	-75.09068565368652	20	-73.92647590637208	20	-72.53644371032715	20	-73.08095741271973	20	-72.57126655578614	20	-75.34649391174317	20	-73.72312355041504	0.13952761291807614	0.260441403013327	0.014407314359020594	0.046152252432829444	0.18530033896774678	0.10749714189475428	0.17895871148198136	0.01115544546464168	0.05655977946762267	HP-S	0.260441403013327	5	True	56	HN-D	0	0	0	0	52	1	0	0	3	False
(╬⊙△⊙)	20	-70.40480918884278	20	-70.76705513000488	20	-73.2543571472168	20	-72.51869659423828	20	-71.02226028442382	20	-71.32296295166016	20	-71.35359764099121	20	-73.40193061828613	20	-71.77397346496582	0.28532445905461634	0.198617535718785	0.016511861925131335	0.034457944489590345	0.1538804327235912	0.11391735424610842	0.11048044460516082	0.014246418703876312	0.07256354853314036	HP-D	0.28532445905461634	5	True	1	HN-S	0	0	0	0	0	1	0	0	0	False
(╭ರ_・́)	20	-65.62032279968261	20	-65.45941886901855	20	-68.17483978271484	20	-67.61025505065918	20	-65.70355529785157	20	-66.10679130554199	20	-65.68023414611817	20	-67.67209281921387	20	-66.61113739013672	0.1863735972414553	0.21890923178855573	0.014486776437279126	0.025478144227653664	0.17148927845415918	0.11458131443247731	0.17553560504580537	0.023950356932629393	0.06919569543998466	HP-S	0.21890923178855573	6	False	0		0	0	0	0	0	0	0	0	0	
(╭☞・̀	20	-66.36602382659912	20	-67.03877429962158	20	-68.62130165100098	20	-68.69063568115234	20	-67.19222965240479	20	-67.06539192199708	20	-67.01276435852051	20	-68.0524845123291	20	-67.52238693237305	0.2723958982546521	0.13900446339036746	0.028559187607687254	0.026646149651509007	0.11922955762604028	0.13535330324371395	0.14266739106201534	0.05044057096047502	0.08570347820353953	HP-D	0.2723958982546521	4	False	0		0	0	0	0	0	0	0	0	0	
(╭☞・́⍛・̀)	20	-116.14081344604492	20	-116.82627944946289	20	-119.78330688476562	20	-118.86681365966797	20	-117.074711227417	20	-116.68675804138184	20	-117.54953842163086	20	-118.49038887023926	20	-117.81808204650879	0.3231451765912171	0.16281843462531423	0.00846219204182367	0.021159764379673898	0.12700213584609732	0.18719616730543423	0.07899437992836184	0.03083117215676662	0.06039057712531096	HP-D	0.3231451765912171	8	False	0		0	0	0	0	0	0	0	0	0	
(╯°□°	20	-55.70270671844482	20	-55.915028762817386	20	-57.79842472076416	20	-57.2977954864502	20	-56.18502998352051	20	-56.920124244689944	20	-56.385165214538574	20	-57.4582633972168	20	-57.011669921875	0.2502376221618247	0.20236822029017904	0.030774700889730958	0.05077084066253771	0.15448356109628533	0.07406872873349442	0.12646333939199933	0.04324381754870516	0.06758916922524341	HP-D	0.2502376221618247	5	False	2	HP-D	1	1	0	0	0	0	0	0	0	True
(╯°□°)	20	-56.58359241485596	20	-56.75155124664307	20	-58.78940849304199	20	-58.109902954101564	20	-57.23920936584473	20	-57.962967491149904	20	-57.32868690490723	20	-58.25841102600098	20	-58.121244239807126	0.2617349191671005	0.2212677265981596	0.028832872846406617	0.05688443157641028	0.13587227386575473	0.06588805439346825	0.12424280335710326	0.049033984627766196	0.05624293356783042	HP-D	0.2617349191671005	6	True	605	HN-D	10	10	5	21	384	69	11	8	87	False
